section,category,description,date,metric,value
Hospital Data,Hospital Level,Ventilator Use,2020-05-01,Pediatric Critical Care Ventilators in Use,75
Hospital Data,Hospital Level,Ventilator Use,2020-05-01,Total Pediatric Critical Care Ventilators,200
Hospital Data,Hospital Level,Ventilator Use,2020-05-01,Percent of Pediatric Critical Care Ventilators in Use,0.38
Hospital Data,Hospital Level,Ventilator Use,2020-05-01,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-02,Adult Critical Care Ventilators in Use,437
Hospital Data,Hospital Level,Ventilator Use,2020-05-02,Total Adult Critical Care Ventilators,1080
Hospital Data,Hospital Level,Ventilator Use,2020-05-02,Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-02,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-02,Pediatric Critical Care Ventilators in Use,78
Hospital Data,Hospital Level,Ventilator Use,2020-05-02,Total Pediatric Critical Care Ventilators,200
Hospital Data,Hospital Level,Ventilator Use,2020-05-02,Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-02,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-03,Adult Critical Care Ventilators in Use,436
Hospital Data,Hospital Level,Ventilator Use,2020-05-03,Total Adult Critical Care Ventilators,1076
Hospital Data,Hospital Level,Ventilator Use,2020-05-03,Percent of Adult Critical Care Ventilators in Use,0.41
Hospital Data,Hospital Level,Ventilator Use,2020-05-03,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-03,Pediatric Critical Care Ventilators in Use,76
Hospital Data,Hospital Level,Ventilator Use,2020-05-03,Total Pediatric Critical Care Ventilators,198
Hospital Data,Hospital Level,Ventilator Use,2020-05-03,Percent of Pediatric Critical Care Ventilators in Use,0.38
Hospital Data,Hospital Level,Ventilator Use,2020-05-03,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-04,Adult Critical Care Ventilators in Use,442
Hospital Data,Hospital Level,Ventilator Use,2020-05-04,Total Adult Critical Care Ventilators,1082
Hospital Data,Hospital Level,Ventilator Use,2020-05-04,Percent of Adult Critical Care Ventilators in Use,0.41
Hospital Data,Hospital Level,Ventilator Use,2020-05-04,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-04,Pediatric Critical Care Ventilators in Use,78
Hospital Data,Hospital Level,Ventilator Use,2020-05-04,Total Pediatric Critical Care Ventilators,198
Hospital Data,Hospital Level,Ventilator Use,2020-05-04,Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-04,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-05,Adult Critical Care Ventilators in Use,437
Hospital Data,Hospital Level,Ventilator Use,2020-05-05,Total Adult Critical Care Ventilators,1077
Hospital Data,Hospital Level,Ventilator Use,2020-05-05,Percent of Adult Critical Care Ventilators in Use,0.41
Hospital Data,Hospital Level,Ventilator Use,2020-05-05,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-05,Pediatric Critical Care Ventilators in Use,73
Hospital Data,Hospital Level,Ventilator Use,2020-05-05,Total Pediatric Critical Care Ventilators,198
Hospital Data,Hospital Level,Ventilator Use,2020-05-05,Percent of Pediatric Critical Care Ventilators in Use,0.37
Hospital Data,Hospital Level,Ventilator Use,2020-05-05,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-06,Adult Critical Care Ventilators in Use,424
Hospital Data,Hospital Level,Ventilator Use,2020-05-06,Total Adult Critical Care Ventilators,1080
Hospital Data,Hospital Level,Ventilator Use,2020-05-06,Percent of Adult Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-06,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-06,Pediatric Critical Care Ventilators in Use,72
Hospital Data,Hospital Level,Ventilator Use,2020-05-06,Total Pediatric Critical Care Ventilators,198
Hospital Data,Hospital Level,Ventilator Use,2020-05-06,Percent of Pediatric Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-06,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.38
Hospital Data,Hospital Level,Ventilator Use,2020-05-07,Adult Critical Care Ventilators in Use,408
Hospital Data,Hospital Level,Ventilator Use,2020-05-07,Total Adult Critical Care Ventilators,1078
Hospital Data,Hospital Level,Ventilator Use,2020-05-07,Percent of Adult Critical Care Ventilators in Use,0.38
Hospital Data,Hospital Level,Ventilator Use,2020-05-07,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-07,Pediatric Critical Care Ventilators in Use,82
Hospital Data,Hospital Level,Ventilator Use,2020-05-07,Total Pediatric Critical Care Ventilators,198
Hospital Data,Hospital Level,Ventilator Use,2020-05-07,Percent of Pediatric Critical Care Ventilators in Use,0.41
Hospital Data,Hospital Level,Ventilator Use,2020-05-07,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.38
Hospital Data,Hospital Level,Ventilator Use,2020-05-08,Adult Critical Care Ventilators in Use,391
Hospital Data,Hospital Level,Ventilator Use,2020-05-08,Total Adult Critical Care Ventilators,1075
Hospital Data,Hospital Level,Ventilator Use,2020-05-08,Percent of Adult Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-08,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-08,Pediatric Critical Care Ventilators in Use,89
Hospital Data,Hospital Level,Ventilator Use,2020-05-08,Total Pediatric Critical Care Ventilators,197
Hospital Data,Hospital Level,Ventilator Use,2020-05-08,Percent of Pediatric Critical Care Ventilators in Use,0.45
Hospital Data,Hospital Level,Ventilator Use,2020-05-08,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-09,Adult Critical Care Ventilators in Use,386
Hospital Data,Hospital Level,Ventilator Use,2020-05-09,Total Adult Critical Care Ventilators,1074
Hospital Data,Hospital Level,Ventilator Use,2020-05-09,Percent of Adult Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-09,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-09,Pediatric Critical Care Ventilators in Use,76
Hospital Data,Hospital Level,Ventilator Use,2020-05-09,Total Pediatric Critical Care Ventilators,197
Hospital Data,Hospital Level,Ventilator Use,2020-05-09,Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-09,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-10,Adult Critical Care Ventilators in Use,397
Hospital Data,Hospital Level,Ventilator Use,2020-05-10,Total Adult Critical Care Ventilators,1072
Hospital Data,Hospital Level,Ventilator Use,2020-05-10,Percent of Adult Critical Care Ventilators in Use,0.37
Hospital Data,Hospital Level,Ventilator Use,2020-05-10,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.38
Hospital Data,Hospital Level,Ventilator Use,2020-05-10,Pediatric Critical Care Ventilators in Use,76
Hospital Data,Hospital Level,Ventilator Use,2020-05-10,Total Pediatric Critical Care Ventilators,197
Hospital Data,Hospital Level,Ventilator Use,2020-05-10,Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-10,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-11,Adult Critical Care Ventilators in Use,392
Hospital Data,Hospital Level,Ventilator Use,2020-05-11,Total Adult Critical Care Ventilators,1076
Hospital Data,Hospital Level,Ventilator Use,2020-05-11,Percent of Adult Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-11,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.38
Hospital Data,Hospital Level,Ventilator Use,2020-05-11,Pediatric Critical Care Ventilators in Use,76
Hospital Data,Hospital Level,Ventilator Use,2020-05-11,Total Pediatric Critical Care Ventilators,197
Hospital Data,Hospital Level,Ventilator Use,2020-05-11,Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-11,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-12,Adult Critical Care Ventilators in Use,394
Hospital Data,Hospital Level,Ventilator Use,2020-05-12,Total Adult Critical Care Ventilators,1076
Hospital Data,Hospital Level,Ventilator Use,2020-05-12,Percent of Adult Critical Care Ventilators in Use,0.37
Hospital Data,Hospital Level,Ventilator Use,2020-05-12,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.37
Hospital Data,Hospital Level,Ventilator Use,2020-05-12,Pediatric Critical Care Ventilators in Use,75
Hospital Data,Hospital Level,Ventilator Use,2020-05-12,Total Pediatric Critical Care Ventilators,197
Hospital Data,Hospital Level,Ventilator Use,2020-05-12,Percent of Pediatric Critical Care Ventilators in Use,0.38
Hospital Data,Hospital Level,Ventilator Use,2020-05-12,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-13,Adult Critical Care Ventilators in Use,392
Hospital Data,Hospital Level,Ventilator Use,2020-05-13,Total Adult Critical Care Ventilators,1076
Hospital Data,Hospital Level,Ventilator Use,2020-05-13,Percent of Adult Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-13,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.37
Hospital Data,Hospital Level,Ventilator Use,2020-05-13,Pediatric Critical Care Ventilators in Use,75
Hospital Data,Hospital Level,Ventilator Use,2020-05-13,Total Pediatric Critical Care Ventilators,198
Hospital Data,Hospital Level,Ventilator Use,2020-05-13,Percent of Pediatric Critical Care Ventilators in Use,0.38
Hospital Data,Hospital Level,Ventilator Use,2020-05-13,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.4
Hospital Data,Hospital Level,Ventilator Use,2020-05-14,Adult Critical Care Ventilators in Use,386
Hospital Data,Hospital Level,Ventilator Use,2020-05-14,Total Adult Critical Care Ventilators,1084
Hospital Data,Hospital Level,Ventilator Use,2020-05-14,Percent of Adult Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-14,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-14,Pediatric Critical Care Ventilators in Use,76
Hospital Data,Hospital Level,Ventilator Use,2020-05-14,Total Pediatric Critical Care Ventilators,198
Hospital Data,Hospital Level,Ventilator Use,2020-05-14,Percent of Pediatric Critical Care Ventilators in Use,0.38
Hospital Data,Hospital Level,Ventilator Use,2020-05-14,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.39
Hospital Data,Hospital Level,Ventilator Use,2020-05-15,Adult Critical Care Ventilators in Use,377
Hospital Data,Hospital Level,Ventilator Use,2020-05-15,Total Adult Critical Care Ventilators,1083
Hospital Data,Hospital Level,Ventilator Use,2020-05-15,Percent of Adult Critical Care Ventilators in Use,0.35
Hospital Data,Hospital Level,Ventilator Use,2020-05-15,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-15,Pediatric Critical Care Ventilators in Use,71
Hospital Data,Hospital Level,Ventilator Use,2020-05-15,Total Pediatric Critical Care Ventilators,198
Hospital Data,Hospital Level,Ventilator Use,2020-05-15,Percent of Pediatric Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-15,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.38
Hospital Data,Hospital Level,Ventilator Use,2020-05-16,Adult Critical Care Ventilators in Use,385
Hospital Data,Hospital Level,Ventilator Use,2020-05-16,Total Adult Critical Care Ventilators,1082
Hospital Data,Hospital Level,Ventilator Use,2020-05-16,Percent of Adult Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-16,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-16,Pediatric Critical Care Ventilators in Use,68
Hospital Data,Hospital Level,Ventilator Use,2020-05-16,Total Pediatric Critical Care Ventilators,198
Hospital Data,Hospital Level,Ventilator Use,2020-05-16,Percent of Pediatric Critical Care Ventilators in Use,0.34
Hospital Data,Hospital Level,Ventilator Use,2020-05-16,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.37
Hospital Data,Hospital Level,Ventilator Use,2020-05-17,Adult Critical Care Ventilators in Use,385
Hospital Data,Hospital Level,Ventilator Use,2020-05-17,Total Adult Critical Care Ventilators,1082
Hospital Data,Hospital Level,Ventilator Use,2020-05-17,Percent of Adult Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-17,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-17,Pediatric Critical Care Ventilators in Use,69
Hospital Data,Hospital Level,Ventilator Use,2020-05-17,Total Pediatric Critical Care Ventilators,198
Hospital Data,Hospital Level,Ventilator Use,2020-05-17,Percent of Pediatric Critical Care Ventilators in Use,0.35
Hospital Data,Hospital Level,Ventilator Use,2020-05-17,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.37
Hospital Data,Hospital Level,Ventilator Use,2020-05-18,Adult Critical Care Ventilators in Use,390
Hospital Data,Hospital Level,Ventilator Use,2020-05-18,Total Adult Critical Care Ventilators,1078
Hospital Data,Hospital Level,Ventilator Use,2020-05-18,Percent of Adult Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-18,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-18,Pediatric Critical Care Ventilators in Use,74
Hospital Data,Hospital Level,Ventilator Use,2020-05-18,Total Pediatric Critical Care Ventilators,198
Hospital Data,Hospital Level,Ventilator Use,2020-05-18,Percent of Pediatric Critical Care Ventilators in Use,0.37
Hospital Data,Hospital Level,Ventilator Use,2020-05-18,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.37
Hospital Data,Hospital Level,Ventilator Use,2020-05-19,Adult Critical Care Ventilators in Use,380
Hospital Data,Hospital Level,Ventilator Use,2020-05-19,Total Adult Critical Care Ventilators,1082
Hospital Data,Hospital Level,Ventilator Use,2020-05-19,Percent of Adult Critical Care Ventilators in Use,0.35
Hospital Data,Hospital Level,Ventilator Use,2020-05-19,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-19,Pediatric Critical Care Ventilators in Use,72
Hospital Data,Hospital Level,Ventilator Use,2020-05-19,Total Pediatric Critical Care Ventilators,198
Hospital Data,Hospital Level,Ventilator Use,2020-05-19,Percent of Pediatric Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-19,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.36
Hospital Data,Hospital Level,Ventilator Use,2020-05-20,Adult Critical Care Ventilators in Use,378
Hospital Data,Hospital Level,Ventilator Use,2020-05-20,Total Adult Critical Care Ventilators,1084
Hospital Data,Hospital Level,Ventilator Use,2020-05-20,Percent of Adult Critical Care Ventilators in Use,0.35
Hospital Data,Hospital Level,Ventilator Use,2020-05-20,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.35
Hospital Data,Hospital Level,Ventilator Use,2020-05-20,Pediatric Critical Care Ventilators in Use,75
Hospital Data,Hospital Level,Ventilator Use,2020-05-20,Total Pediatric Critical Care Ventilators,198
Hospital Data,Hospital Level,Ventilator Use,2020-05-20,Percent of Pediatric Critical Care Ventilators in Use,0.38
